Unit ID,ISP,Technology,Download,Upload,timezone_offset,timezone_offset_dst,STATE,REGION
8756,Cox,CABLE,100,10,-7,-7,IA,MIDWEST
8805,Qwest,DSL,12,0.896,-6,-5,IA,MIDWEST
8857,Mediacom,CABLE,150,10,-6,-5,IA,MIDWEST
8912,Miscellaneous,REMOVE,MISC,MISC,-6,-5,IA,MIDWEST
8956,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
9237,Miscellaneous,REMOVE,MISC,MISC,-6,-5,IA,MIDWEST
9283,Miscellaneous,REMOVE,MISC,MISC,-6,-5,IA,MIDWEST
9433,Miscellaneous,REMOVE,MISC,MISC,-6,-5,IA,MIDWEST
9530,Qwest,DSL,40,5,-6,-5,IA,MIDWEST
9591,Miscellaneous,REMOVE,MISC,MISC,-6,-5,IA,MIDWEST
9711,Cox,CABLE,100,10,-6,-5,IA,MIDWEST
10020,Mediacom,CABLE,150,10,-6,-5,IA,MIDWEST
10031,Qwest,DSL,1.5,0.896,-6,-5,IA,MIDWEST
10060,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
10080,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
10085,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
10090,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
10100,Qwest,DSL,7,0.896,-6,-5,IA,MIDWEST
10117,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
10514,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
11488,Mediacom,REMOVE,REMOVE,REMOVE,-6,-5,IA,MIDWEST
11955,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
11959,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
11973,Qwest,DSL,12,0.896,-6,-5,IA,MIDWEST
11976,Mediacom,CABLE,150,10,-6,-5,IA,MIDWEST
12276,Qwest,DSL,7,0.896,-6,-5,IA,MIDWEST
12891,Qwest,DSL,7,0.896,-6,-5,IA,MIDWEST
12901,Frontier,DSL,3,0.768,-6,-5,IA,MIDWEST
13177,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
13720,Cox,CABLE,100,10,-6,-5,IA,MIDWEST
14666,Qwest,DSL,7,0.896,-6,-5,IA,MIDWEST
26071,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27316,Mediacom,CABLE,150,10,-6,-5,IA,MIDWEST
27317,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27322,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27324,Mediacom,CABLE,150,10,-6,-5,IA,MIDWEST
27327,Mediacom,CABLE,150,10,-6,-5,IA,MIDWEST
27328,Mediacom,REMOVE,REMOVE,REMOVE,-6,-5,IA,MIDWEST
27329,Mediacom,CABLE,150,10,-6,-5,IA,MIDWEST
27332,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27336,Mediacom,CABLE,150,10,-6,-5,IA,MIDWEST
27337,Mediacom,CABLE,20,2,-6,-5,IA,MIDWEST
27338,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27339,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
27340,Mediacom,CABLE,20,2,-6,-5,IA,MIDWEST
27345,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27346,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27348,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27437,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27443,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
27444,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
27447,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27452,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27456,Qwest,DSL,20,0.896,-6,-5,IA,MIDWEST
27463,Frontier,DSL,12,1,-6,-5,IA,MIDWEST
27466,Frontier,DSL,3,0.384,-6,-5,IA,MIDWEST
27467,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27471,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
27475,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27476,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27486,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27488,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27490,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27492,Mediacom,CABLE,3,0.512,-6,-5,IA,MIDWEST
27493,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
27494,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27496,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27500,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27509,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
27510,Qwest,DSL,7,0.896,-6,-5,IA,MIDWEST
27511,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27515,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27518,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27520,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
27521,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27524,CenturyLink,DSL,8,0.768,-6,-5,IA,MIDWEST
27525,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
27527,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27528,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27531,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27661,Mediacom,CABLE,150,10,-6,-5,IA,MIDWEST
27662,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27665,Mediacom,CABLE,100,10,-6,-5,IA,MIDWEST
27666,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
27669,Mediacom,CABLE,100,10,-6,-5,IA,MIDWEST
27670,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27671,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27673,Mediacom,CABLE,150,10,-6,-5,IA,MIDWEST
27747,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27751,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
27752,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27824,Windstream,DSL,12,0.768,-6,-5,IA,MIDWEST
27825,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27827,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27828,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27829,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27831,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27836,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27837,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27841,Mediacom,CABLE,20,2,-6,-5,IA,MIDWEST
27842,Mediacom,REMOVE,REMOVE,REMOVE,-6,-5,IA,MIDWEST
27844,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
27845,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27849,Qwest,DSL,1.5,0.896,-6,-5,IA,MIDWEST
27850,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27854,Frontier,DSL,3,0.384,-6,-5,IA,MIDWEST
27856,Frontier,DSL,3,0.384,-6,-5,IA,MIDWEST
27858,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27859,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27863,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27866,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27869,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27870,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27882,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27886,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
27889,Qwest,DSL,12,0.896,-6,-5,IA,MIDWEST
27894,Qwest,DSL,20,0.896,-6,-5,IA,MIDWEST
28097,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
28098,Qwest,DSL,40,5,-6,-5,IA,MIDWEST
28100,Mediacom,REMOVE,REMOVE,REMOVE,-6,-5,IA,MIDWEST
28102,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
28103,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
28751,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
28752,Windstream,DSL,6,0.768,-6,-5,IA,MIDWEST
28753,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
28754,Qwest,DSL,5,0.896,-6,-5,IA,MIDWEST
28762,Mediacom,CABLE,20,2,-6,-5,IA,MIDWEST
28927,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
28928,Mediacom,CABLE,3,0.512,-6,-5,IA,MIDWEST
28929,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
28931,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
29000,Qwest,DSL,20,0.896,-6,-5,IA,MIDWEST
29599,Qwest,DSL,20,0.896,-6,-5,IA,MIDWEST
171676,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
207316,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
207318,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
207320,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
213472,Qwest,DSL,20,0.896,-6,-5,IA,MIDWEST
213474,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
213476,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
213478,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
214156,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
214520,Windstream,DSL,12,0.768,-6,-5,IA,MIDWEST
214526,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
214528,Mediacom,CABLE,50,5,-6,-5,IA,MIDWEST
214530,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
215356,Windstream,DSL,1.5,0.384,-6,-5,IA,MIDWEST
216022,Windstream,DSL,6,0.768,-6,-5,IA,MIDWEST
216792,Qwest,DSL,20,0.896,-6,-5,IA,MIDWEST
217202,Mediacom,CABLE,150,10,-6,-5,IA,MIDWEST
232408,Windstream,DSL,12,0.512,-6,-5,IA,MIDWEST
233004,Qwest,DSL,20,0.896,-6,-5,IA,MIDWEST
234804,Qwest,DSL,40,5,-6,-5,IA,MIDWEST
496238,Mediacom,CABLE,15,1,-8,-7,IA,MIDWEST
501326,Mediacom,REMOVE,REMOVE,REMOVE,-6,-5,IA,MIDWEST
566360,Mediacom,CABLE,150,10,-6,-5,IA,MIDWEST
605964,Mediacom,REMOVE,REMOVE,REMOVE,-6,-5,IA,MIDWEST
605966,Mediacom,CABLE,100,10,-6,-5,IA,MIDWEST
614084,Qwest,DSL,3,0.64,-6,-5,IA,MIDWEST
614086,Mediacom,CABLE,100,10,-6,-5,IA,MIDWEST
614088,Qwest,DSL,12,0.896,-6,-5,IA,MIDWEST
614090,Mediacom,CABLE,150,10,-6,-5,IA,MIDWEST
614092,Mediacom,CABLE,100,10,-6,-5,IA,MIDWEST
615358,Qwest,DSL,40,5,-6,-5,IA,MIDWEST
615360,Mediacom,CABLE,20,2,-6,-5,IA,MIDWEST
615362,Windstream,DSL,12,0.768,-6,-5,IA,MIDWEST
615364,Mediacom,CABLE,150,10,-6,-5,IA,MIDWEST
619832,Windstream,DSL,12,0.768,-6,-5,IA,MIDWEST
619834,Windstream,DSL,3,0.768,-6,-5,IA,MIDWEST
620658,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
621636,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
637792,Mediacom,CABLE,15,1,-6,-5,IA,MIDWEST
979,Time Warner Cable,CABLE,15,1,-8,-7,ID,WEST
6314,Qwest,DSL,40,5,-7,-6,ID,WEST
6657,Comcast,CABLE,50,10,-8,-7,ID,WEST
7680,Time Warner Cable,CABLE,20,2,-8,-7,ID,WEST
8250,Qwest,DSL,20,5,-7,-6,ID,WEST
8298,Qwest,DSL,7,0.896,-7,-6,ID,WEST
8861,Qwest,DSL,20,0.896,-7,-6,ID,WEST
9395,Qwest,DSL,7,0.896,-7,-6,ID,WEST
11595,Qwest,DSL,7,0.896,-7,-6,ID,WEST
12155,Miscellaneous,REMOVE,MISC,MISC,-7,-6,ID,WEST
12561,Time Warner Cable,CABLE,15,2,-8,-7,ID,WEST
27145,Frontier,DSL,1,0.384,-8,-7,ID,WEST
27187,Frontier,DSL,3,0.384,-8,-7,ID,WEST
27191,Frontier,REMOVE,REMOVE,REMOVE,-8,-7,ID,WEST
27246,Frontier,DSL,1,0.192,-7,-6,ID,WEST
27248,Frontier,DSL,6,0.768,-8,-7,ID,WEST
27274,Qwest,DSL,12,0.896,-7,-6,ID,WEST
27276,Frontier,DSL,6,0.768,-8,-7,ID,WEST
28973,Frontier,DSL,3,0.768,-8,-7,ID,WEST
29654,Qwest,DSL,20,0.896,-7,-6,ID,WEST
213076,Frontier,DSL,3,0.768,-8,-7,ID,WEST
213558,Qwest,DSL,20,0.896,-7,-6,ID,WEST
215364,Frontier,DSL,1,0.384,-8,-7,ID,WEST
215708,CenturyLink,DSL,10,0.768,-7,-6,ID,WEST
234272,Miscellaneous,REMOVE,MISC,MISC,-7,-6,ID,WEST
234826,Frontier,DSL,3,0.384,-7,-6,ID,WEST
235282,Qwest,DSL,12,0.896,-6,-5,ID,WEST
244798,Qwest,DSL,20,5,-7,-6,ID,WEST
244884,Miscellaneous,REMOVE,MISC,MISC,-7,-6,ID,WEST
421818,Cox,CABLE,50,5,-7,-6,ID,WEST
421820,Qwest,DSL,12,0.896,-7,-6,ID,WEST
435462,Time Warner Cable,CABLE,20,2,-8,-7,ID,WEST
566352,Qwest,DSL,12,0.896,-7,-6,ID,WEST
405,AT&T,DSL,3,0.384,-6,-5,IL,MIDWEST
463,AT&T,REMOVE,REMOVE,REMOVE,-6,-5,IL,MIDWEST
475,Comcast,CABLE,3,0.768,-6,-5,IL,MIDWEST
507,AT&T,DSL,12,1,-6,-5,IL,MIDWEST
757,AT&T,DSL,6,1,-6,-5,IL,MIDWEST
943,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
1067,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
1203,AT&T,DSL,12,1.5,-6,-5,IL,MIDWEST
1233,Comcast,CABLE,50,10,-6,-5,IL,MIDWEST
1238,Comcast,CABLE,105,20,-6,-5,IL,MIDWEST
1272,AT&T,DSL,6,1,-6,-5,IL,MIDWEST
5222,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
5252,AT&T,DSL,6,0.768,-6,-5,IL,MIDWEST
5278,AT&T,DSL,3,0.384,-6,-5,IL,MIDWEST
5308,Comcast,CABLE,50,10,-6,-5,IL,MIDWEST
5325,Comcast,CABLE,3,0.768,-6,-5,IL,MIDWEST
5326,AT&T,DSL,6,0.512,-6,-5,IL,MIDWEST
5421,Comcast,CABLE,50,10,-6,-5,IL,MIDWEST
5510,Mediacom,CABLE,15,1,-6,-5,IL,MIDWEST
5514,Time Warner Cable,CABLE,30,5,-6,-5,IL,MIDWEST
5605,Comcast,CABLE,50,10,-6,-5,IL,MIDWEST
5672,Miscellaneous,REMOVE,MISC,MISC,-6,-5,IL,MIDWEST
5774,Qwest,DSL,20,0.896,-7,-6,IL,MIDWEST
5927,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
5951,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
5971,AT&T,DSL,12,1.5,-6,-5,IL,MIDWEST
6021,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
6050,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
6090,AT&T,DSL,18,1,-6,-5,IL,MIDWEST
6154,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
6262,Comcast,CABLE,50,10,-6,-5,IL,MIDWEST
6394,AT&T,DSL,6,0.512,-6,-5,IL,MIDWEST
6396,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
6490,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
6519,AT&T,DSL,45,6,-6,-5,IL,MIDWEST
6542,Comcast,CABLE,6,1,-6,-5,IL,MIDWEST
6544,Comcast,CABLE,50,10,-6,-5,IL,MIDWEST
6622,Comcast,CABLE,50,10,-6,-5,IL,MIDWEST
6660,AT&T,DSL,6,1,-6,-5,IL,MIDWEST
6684,AT&T,DSL,18,1,-6,-5,IL,MIDWEST
6770,Comcast,CABLE,5,1,-6,-5,IL,MIDWEST
6778,Charter,CABLE,15,3,-6,-5,IL,MIDWEST
6851,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
6871,Comcast,REMOVE,REMOVE,REMOVE,-6,-5,IL,MIDWEST
6883,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
7009,Charter,CABLE,30,4,-6,-5,IL,MIDWEST
7155,AT&T,DSL,6,1,-6,-5,IL,MIDWEST
7217,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
7226,AT&T,DSL,3,0.384,-6,-5,IL,MIDWEST
7294,Mediacom,CABLE,15,1,-6,-5,IL,MIDWEST
7360,Comcast,CABLE,3,0.768,-6,-5,IL,MIDWEST
7377,Comcast,REMOVE,REMOVE,REMOVE,-6,-5,IL,MIDWEST
7386,AT&T,DSL,6,0.512,-6,-5,IL,MIDWEST
7421,Comcast,CABLE,105,20,-6,-5,IL,MIDWEST
7460,AT&T,DSL,18,1.5,-6,-5,IL,MIDWEST
7482,Charter,CABLE,100,4,-6,-5,IL,MIDWEST
7511,AT&T,DSL,18,1.5,-6,-5,IL,MIDWEST
7540,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
7555,Comcast,CABLE,50,10,-6,-5,IL,MIDWEST
7583,Miscellaneous,REMOVE,MISC,MISC,-6,-5,IL,MIDWEST
7636,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
7643,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
7696,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
7729,Frontier,DSL,6,0.768,-6,-5,IL,MIDWEST
7730,Comcast,REMOVE,REMOVE,REMOVE,-6,-5,IL,MIDWEST
7761,Comcast,CABLE,50,10,-6,-5,IL,MIDWEST
7821,AT&T,DSL,18,1.5,-6,-5,IL,MIDWEST
7891,AT&T,DSL,3,0.384,-6,-5,IL,MIDWEST
7954,AT&T,DSL,6,0.768,-6,-5,IL,MIDWEST
7984,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
7996,Charter,CABLE,100,4,-6,-5,IL,MIDWEST
8092,Frontier,DSL,12,1,-6,-5,IL,MIDWEST
8185,Mediacom,CABLE,50,5,-6,-5,IL,MIDWEST
8188,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
8249,Comcast,REMOVE,REMOVE,REMOVE,-6,-5,IL,MIDWEST
8284,AT&T,DSL,6,0.512,-6,-5,IL,MIDWEST
8299,AT&T,DSL,18,1.5,-6,-5,IL,MIDWEST
8545,AT&T,DSL,6,0.512,-6,-5,IL,MIDWEST
8630,Comcast,REMOVE,REMOVE,REMOVE,-6,-5,IL,MIDWEST
8747,Comcast,CABLE,3,0.768,-6,-5,IL,MIDWEST
8758,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
8792,Mediacom,CABLE,150,10,-6,-5,IL,MIDWEST
8885,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
8916,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
8939,Comcast,CABLE,50,10,-6,-5,IL,MIDWEST
8959,Frontier,DSL,3,0.768,-6,-5,IL,MIDWEST
9003,Comcast,CABLE,50,10,-6,-5,IL,MIDWEST
9052,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
9109,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
9120,Comcast,CABLE,50,10,-6,-5,IL,MIDWEST
9221,Miscellaneous,REMOVE,MISC,MISC,-6,-5,IL,MIDWEST
9232,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
9291,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
9302,Comcast,CABLE,105,20,-6,-5,IL,MIDWEST
9319,Frontier,DSL,6,0.768,-6,-5,IL,MIDWEST
9546,Comcast,CABLE,50,10,-6,-5,IL,MIDWEST
9668,Comcast,CABLE,25,5,-7,-6,IL,MIDWEST
9745,Comcast,CABLE,50,10,-6,-5,IL,MIDWEST
9761,Comcast,CABLE,50,10,-6,-5,IL,MIDWEST
9897,Frontier,DSL,6,0.768,-6,-5,IL,MIDWEST
9907,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
9916,Mediacom,CABLE,15,1,-6,-5,IL,MIDWEST
10013,AT&T,DSL,0.768,0.384,-6,-5,IL,MIDWEST
10181,Mediacom,CABLE,15,1,-6,-5,IL,MIDWEST
10476,Miscellaneous,REMOVE,MISC,MISC,-6,-5,IL,MIDWEST
10650,Charter,CABLE,100,4,-6,-5,IL,MIDWEST
10721,Charter,CABLE,30,4,-6,-5,IL,MIDWEST
10833,Miscellaneous,REMOVE,MISC,MISC,-6,-5,IL,MIDWEST
10964,Charter,CABLE,30,4,-6,-5,IL,MIDWEST
11203,Comcast,CABLE,50,10,-6,-5,IL,MIDWEST
11300,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
11366,AT&T,DSL,3,1,-6,-5,IL,MIDWEST
11495,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
11540,Charter,CABLE,100,4,-6,-5,IL,MIDWEST
11979,Mediacom,CABLE,15,1,-6,-5,IL,MIDWEST
12070,Charter,CABLE,100,4,-6,-5,IL,MIDWEST
12090,AT&T,DSL,1.5,0.256,-6,-5,IL,MIDWEST
12182,AT&T,DSL,24,3,-6,-5,IL,MIDWEST
12183,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
12218,Charter,REMOVE,REMOVE,REMOVE,-6,-5,IL,MIDWEST
12328,Frontier,DSL,1,0.384,-6,-5,IL,MIDWEST
12444,Comcast,CABLE,50,5,-6,-5,IL,MIDWEST
12676,Clearwire,REMOVE,MISC,MISC,-6,-5,IL,MIDWEST
13129,Comcast,REMOVE,REMOVE,REMOVE,-6,-5,IL,MIDWEST
13180,Comcast,CABLE,50,10,-6,-5,IL,MIDWEST
13323,CenturyLink,DSL,3,0.512,-6,-5,IL,MIDWEST
27355,Frontier,DSL,3,0.768,-6,-5,IL,MIDWEST
27356,Comcast,CABLE,105,20,-6,-5,IL,MIDWEST
27359,Frontier,DSL,1,0.192,-6,-5,IL,MIDWEST
27575,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
27577,AT&T,DSL,12,1.5,-6,-5,IL,MIDWEST
27579,AT&T,DSL,6,0.768,-6,-5,IL,MIDWEST
27580,AT&T,DSL,6,0.768,-6,-5,IL,MIDWEST
27583,AT&T,DSL,3,0.384,-6,-5,IL,MIDWEST
27589,Frontier,DSL,3,0.768,-6,-5,IL,MIDWEST
27598,Mediacom,CABLE,15,1,-6,-5,IL,MIDWEST
27602,Miscellaneous,REMOVE,MISC,MISC,-6,-5,IL,MIDWEST
27605,Frontier,DSL,12,1,-6,-5,IL,MIDWEST
27606,Frontier,DSL,3,0.384,-6,-5,IL,MIDWEST
27615,Frontier,DSL,3,0.768,-6,-5,IL,MIDWEST
27617,Frontier,DSL,1,0.384,-6,-5,IL,MIDWEST
27620,Frontier,DSL,1,0.384,-6,-5,IL,MIDWEST
27678,Comcast,CABLE,50,10,-6,-5,IL,MIDWEST
27681,Frontier,DSL,6,0.768,-6,-5,IL,MIDWEST
27707,Comcast,REMOVE,REMOVE,REMOVE,-6,-5,IL,MIDWEST
27738,AT&T,DSL,6,1,-6,-5,IL,MIDWEST
27739,AT&T,DSL,12,1,-6,-5,IL,MIDWEST
27754,Frontier,DSL,1,0.384,-6,-5,IL,MIDWEST
27924,Miscellaneous,REMOVE,MISC,MISC,-6,-5,IL,MIDWEST
27925,RCN,REMOVE,Misc,Misc,-6,-5,IL,MIDWEST
27932,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
27934,Frontier,DSL,3,0.768,-6,-5,IL,MIDWEST
27935,Frontier,DSL,6,0.768,-6,-5,IL,MIDWEST
27940,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
27941,Frontier,DSL,1,0.192,-6,-5,IL,MIDWEST
27947,Frontier,DSL,1,0.192,-6,-5,IL,MIDWEST
27950,Frontier,DSL,1.5,0.384,-6,-5,IL,MIDWEST
28110,AT&T,DSL,3,0.512,-6,-5,IL,MIDWEST
28111,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
28936,Frontier,DSL,6,0.768,-6,-5,IL,MIDWEST
28938,Frontier,DSL,6,0.768,-6,-5,IL,MIDWEST
28976,Wildblue/ViaSat,SATELLITE,12,3,-6,-5,IL,MIDWEST
30644,Charter,CABLE,100,5,-6,-5,IL,MIDWEST
30645,Charter,CABLE,100,4,-6,-5,IL,MIDWEST
32421,Wildblue/ViaSat,SATELLITE,12,3,-6,-5,IL,MIDWEST
146218,Comcast,REMOVE,REMOVE,REMOVE,-5,-4,IL,MIDWEST
192058,AT&T,DSL,45,6,-6,-5,IL,MIDWEST
207610,AT&T,DSL,24,3,-6,-5,IL,MIDWEST
210406,AT&T,DSL,12,1.5,-6,-5,IL,MIDWEST
213502,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
214558,Comcast,CABLE,3,0.768,-6,-5,IL,MIDWEST
214564,Mediacom,CABLE,15,1,-6,-5,IL,MIDWEST
214570,Miscellaneous,REMOVE,MISC,MISC,-6,-5,IL,MIDWEST
214572,Frontier,DSL,12,1,-6,-5,IL,MIDWEST
215370,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
215744,Comcast,CABLE,5,1,-6,-5,IL,MIDWEST
216208,Comcast,CABLE,50,10,-6,-5,IL,MIDWEST
216214,Comcast,CABLE,50,10,-6,-5,IL,MIDWEST
222089,AT&T,DSL,18,1.5,-6,-5,IL,MIDWEST
232480,Comcast,CABLE,50,10,-6,-5,IL,MIDWEST
244844,AT&T,DSL,18,1.5,-6,-5,IL,MIDWEST
244902,Frontier,DSL,3,0.768,-6,-5,IL,MIDWEST
248148,Frontier,REMOVE,REMOVE,REMOVE,-6,-5,IL,MIDWEST
251458,Mediacom,REMOVE,REMOVE,REMOVE,-6,-5,IL,MIDWEST
421814,Comcast,CABLE,50,10,-6,-5,IL,MIDWEST
444650,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
528790,Comcast,CABLE,105,20,-6,-5,IL,MIDWEST
599838,AT&T,DSL,12,1.5,-6,-5,IL,MIDWEST
599840,Frontier,DSL,6,0.768,-6,-5,IL,MIDWEST
605968,Mediacom,CABLE,150,10,-6,-5,IL,MIDWEST
605970,Comcast,CABLE,50,10,-6,-5,IL,MIDWEST
605974,Mediacom,CABLE,100,10,-6,-5,IL,MIDWEST
614098,Comcast,CABLE,105,20,-6,-5,IL,MIDWEST
615016,Comcast,CABLE,3,0.768,-6,-5,IL,MIDWEST
615024,Comcast,CABLE,3,0.768,-6,-5,IL,MIDWEST
615082,Comcast,CABLE,3,0.768,-6,-5,IL,MIDWEST
615144,Hughes,SATELLITE,10,1,-6,-5,IL,MIDWEST
615212,Comcast,CABLE,3,0.768,-6,-5,IL,MIDWEST
615214,Comcast,CABLE,3,0.768,-6,-5,IL,MIDWEST
615380,Comcast,CABLE,3,0.768,-6,-5,IL,MIDWEST
615382,Comcast,CABLE,3,0.768,-6,-5,IL,MIDWEST
615384,Comcast,CABLE,25,5,-6,-5,IL,MIDWEST
