Unit ID,ISP,Technology,STATE,CENSUS,timezone_offset,timezone_offset_dst,Download,Upload
28158,Cox,CABLE,AZ,WEST,-7,-7,50,5
28165,Cox,CABLE,AZ,WEST,-7,-7,25,5
28169,Cox,CABLE,AZ,WEST,-7,-7,50,5
28183,Cox,CABLE,AZ,WEST,-7,-7,50,5
28186,Cox,CABLE,NV,WEST,-8,-7,50,5
28246,Cox,CABLE,VA,SOUTH,-5,-4,50,5
28251,Cox,CABLE,FL,SOUTH,-5,-4,100,10
28640,Cox,CABLE,VA,SOUTH,-5,-4,50,5
28644,Cox,REMOVE,VA,SOUTH,-5,-4,REMOVE,REMOVE
28668,Cox,REMOVE,GA,SOUTH,-5,-4,REMOVE,REMOVE
28671,Cox,CABLE,FL,SOUTH,-6,-5,50,5
28775,Cox,CABLE,KS,MIDWEST,-6,-5,50,5
28778,Cox,CABLE,OK,SOUTH,-6,-5,50,5
28793,Cox,REMOVE,OK,SOUTH,-6,-5,REMOVE,REMOVE
28807,Cox,REMOVE,AZ,WEST,-7,-7,REMOVE,REMOVE
28835,Cox,CABLE,CA,WEST,-8,-7,50,5
28838,Cox,CABLE,CA,WEST,-8,-7,50,5
28841,Cox,CABLE,CA,WEST,-8,-7,50,5
28842,Cox,CABLE,CA,WEST,-8,-7,50,5
28845,Cox,REMOVE,CA,WEST,-8,-7,REMOVE,REMOVE
28879,Cox,REMOVE,OK,SOUTH,-6,-5,REMOVE,REMOVE
28882,Cox,CABLE,CA,WEST,-8,-7,50,5
28892,Cox,CABLE,VA,SOUTH,-5,-4,50,5
28979,Cox,REMOVE,AZ,WEST,-7,-7,REMOVE,REMOVE
28987,Cox,CABLE,CA,WEST,-8,-7,50,5
28992,Cox,CABLE,CA,WEST,-8,-7,50,5
29006,Cox,CABLE,CA,WEST,-8,-7,50,5
29007,Cox,CABLE,CA,WEST,-8,-7,50,5
29592,Cox,REMOVE,OH,MIDWEST,-5,-4,REMOVE,REMOVE
29623,Cox,CABLE,OK,SOUTH,-6,-5,50,5
29665,Cox,REMOVE,AZ,WEST,-6,-5,REMOVE,REMOVE
29670,Cox,CABLE,AZ,WEST,-7,-6,50,5
29696,Cox,CABLE,CA,WEST,-6,-5,50,5
29702,Cox,CABLE,CT,NORTHEAST,-5,-4,50,5
29725,Cox,CABLE,GA,SOUTH,-5,-4,25,5
30099,Cox,CABLE,UNKNOWN,UNKNOWN,-5,-4,50,5
30102,Cox,CABLE,UNKNOWN,UNKNOWN,-5,-4,50,5
30103,Cox,CABLE,UNKNOWN,UNKNOWN,-5,-4,50,5
30106,Cox,CABLE,UNKNOWN,UNKNOWN,-5,-4,25,5
30112,Cox,CABLE,UNKNOWN,UNKNOWN,-5,-4,50,5
30113,Cox,CABLE,UNKNOWN,UNKNOWN,-5,-4,50,5
30116,Cox,CABLE,UNKNOWN,UNKNOWN,-5,-4,50,5
30119,Cox,CABLE,UNKNOWN,UNKNOWN,-5,-4,50,5
30120,Cox,CABLE,UNKNOWN,UNKNOWN,-5,-4,50,5
30123,Cox,CABLE,UNKNOWN,UNKNOWN,-5,-4,15,2
30125,Cox,CABLE,UNKNOWN,UNKNOWN,-5,-4,25,5
30127,Cox,CABLE,UNKNOWN,UNKNOWN,-5,-4,50,5
30128,Cox,CABLE,UNKNOWN,UNKNOWN,-5,-4,5,1
30131,Cox,CABLE,UNKNOWN,UNKNOWN,-5,-4,50,5
30132,Cox,CABLE,UNKNOWN,UNKNOWN,-5,-4,50,5
30134,Cox,CABLE,UNKNOWN,UNKNOWN,-5,-4,15,2
30141,Cox,CABLE,UNKNOWN,UNKNOWN,-5,-4,50,5
32449,Cox,CABLE,AZ,WEST,-8,-7,REMOVE,REMOVE
32457,Cox,CABLE,NV,WEST,-8,-7,REMOVE,REMOVE
32471,Cox,CABLE,FL,SOUTH,-5,-4,15,2
139118,Cox,CABLE,GA,SOUTH,-5,-4,50,5
200308,Cox,CABLE,AZ,WEST,-7,-6,50,5
210420,Cox,CABLE,OK,SOUTH,-6,-5,15,2
210422,Cox,CABLE,OK,SOUTH,-6,-5,50,5
211526,Cox,CABLE,AZ,WEST,-7,-6,50,5
213522,Cox,CABLE,LA,SOUTH,-6,-5,50,5
213570,Cox,CABLE,AZ,WEST,-7,-6,50,5
213590,Cox,REMOVE,NV,WEST,-8,-7,REMOVE,REMOVE
213668,Cox,CABLE,FL,SOUTH,-6,-5,50,5
214018,Cox,REMOVE,AZ,WEST,-7,-7,REMOVE,REMOVE
214030,Cox,CABLE,AZ,WEST,-7,-6,25,5
214032,Cox,CABLE,AZ,WEST,-7,-6,50,5
214046,Cox,CABLE,CA,WEST,-8,-7,5,1
214050,Cox,REMOVE,CA,WEST,-8,-7,REMOVE,REMOVE
214136,Cox,CABLE,AZ,WEST,-7,-7,100,10
214406,Cox,CABLE,VA,SOUTH,-5,-5,50,5
214414,Cox,CABLE,VA,SOUTH,-5,-4,50,5
215204,Cox,CABLE,AZ,WEST,-5,-4,50,5
215266,Cox,CABLE,NE,MIDWEST,-6,-5,50,5
216044,Cox,CABLE,GA,SOUTH,-5,-4,15,2
216154,Cox,CABLE,OK,SOUTH,-6,-5,50,5
216170,Cox,CABLE,OK,SOUTH,-6,-5,50,5
216626,Cox,CABLE,NE,MIDWEST,-6,-5,25,5
216692,Cox,REMOVE,CA,WEST,-6,-5,REMOVE,REMOVE
216714,Cox,CABLE,FL,SOUTH,-6,-5,200,20
216760,Cox,CABLE,CA,WEST,-8,-7,100,10
216778,Cox,CABLE,AZ,WEST,-7,-6,100,10
217188,Cox,CABLE,CA,WEST,-6,-5,50,5
217192,Cox,CABLE,NE,MIDWEST,-6,-5,50,5
232384,Cox,CABLE,CT,NORTHEAST,-5,-5,50,5
232492,Cox,CABLE,OK,SOUTH,-6,-5,50,5
232914,Cox,CABLE,AZ,WEST,-7,-6,50,5
232960,Cox,REMOVE,AZ,WEST,-7,-7,REMOVE,REMOVE
232968,Cox,CABLE,AZ,WEST,-7,-6,50,5
234812,Cox,REMOVE,AZ,WEST,-7,-6,REMOVE,REMOVE
241891,Cox,CABLE,OH,MIDWEST,-5,-4,100,10
243234,Cox,REMOVE,LA,SOUTH,-6,-5,REMOVE,REMOVE
243244,Cox,CABLE,CA,WEST,-8,-7,100,10
244912,Cox,CABLE,CT,NORTHEAST,-5,-5,50,5
248152,Cox,CABLE,OK,SOUTH,-6,-5,50,5
251466,Cox,REMOVE,AZ,WEST,-7,-7,REMOVE,REMOVE
256970,Cox,CABLE,AZ,WEST,-7,-6,100,10
444646,Cox,REMOVE,NE,MIDWEST,-6,-5,REMOVE,REMOVE
473286,Cox,CABLE,CA,WEST,-8,-7,150,15
510154,Cox,CABLE,AZ,WEST,-7,-6,50,5
566350,Cox,CABLE,CA,WEST,-8,-7,50,5
589636,Cox,CABLE,AZ,WEST,-7,-6,50,5
599764,Cox,CABLE,VA,SOUTH,-5,-4,50,5
599890,Cox,REMOVE,AZ,WEST,-7,-7,REMOVE,REMOVE
599902,Cox,CABLE,CA,WEST,-8,-7,15,2
599910,Cox,CABLE,CA,WEST,-8,-7,50,5
600880,Cox,CABLE,NE,MIDWEST,-6,-5,50,5
600896,Cox,REMOVE,FL,SOUTH,-6,-5,REMOVE,REMOVE
605690,Cox,CABLE,CA,WEST,-8,-7,50,5
605956,Cox,CABLE,GA,SOUTH,-5,-4,100,10
607778,Cox,CABLE,CT,NORTHEAST,-5,-4,50,5
607794,Cox,REMOVE,CA,WEST,-8,-7,REMOVE,REMOVE
614122,Cox,CABLE,OK,SOUTH,-6,-5,100,10
614162,Cox,CABLE,AZ,WEST,-7,-7,100,10
614202,Cox,CABLE,AZ,WEST,-7,-7,100,10
614204,Cox,CABLE,AZ,WEST,-7,-7,100,10
614206,Cox,CABLE,AZ,WEST,-7,-7,100,10
614216,Cox,REMOVE,OK,SOUTH,-6,-5,REMOVE,REMOVE
615036,Cox,CABLE,OH,MIDWEST,-5,-4,50,5
615516,Cox,CABLE,RI,NORTHEAST,-5,-4,50,5
619844,Cox,CABLE,OK,SOUTH,-6,-5,50,5
619846,Cox,REMOVE,OK,SOUTH,-6,-5,REMOVE,REMOVE
620660,Cox,REMOVE,NE,MIDWEST,-6,-5,REMOVE,REMOVE
620680,Cox,CABLE,AR,SOUTH,-6,-5,50,5
620682,Cox,CABLE,AZ,WEST,-7,-7,100,10
623940,Cox,CABLE,OK,SOUTH,-6,-5,100,10
625954,Cox,CABLE,AZ,WEST,-7,-7,15,2
626782,Cox,CABLE,AZ,WEST,-7,-7,150,15
636376,Cox,CABLE,AZ,WEST,-7,-7,50,5
637776,Cox,CABLE,VA,SOUTH,-5,-4,50,5
637800,Cox,CABLE,LA,SOUTH,-6,-5,50,5
649212,Cox,CABLE,AZ,WEST,-7,-7,50,5
655388,Cox,CABLE,LA,SOUTH,-6,-5,100,10
657042,Cox,CABLE,KS,MIDWEST,-6,-5,50,5
657166,Cox,REMOVE,CA,WEST,-8,-7,REMOVE,REMOVE
657934,Cox,CABLE,AZ,WEST,-7,-7,50,5
658310,Cox,CABLE,VA,SOUTH,-5,-4,50,5
660142,Cox,CABLE,LA,SOUTH,-6,-5,100,10
660290,Cox,REMOVE,AZ,WEST,-7,-7,REMOVE,REMOVE
660966,Cox,CABLE,AZ,WEST,-7,-7,50,5
661058,Cox,CABLE,AZ,WEST,-7,-7,100,10
661060,Cox,CABLE,VA,SOUTH,-5,-4,100,10
661062,Cox,CABLE,CA,WEST,-8,-7,100,10
661064,Cox,CABLE,CO,WEST,-7,-6,100,10
661072,Cox,CABLE,VA,SOUTH,-5,-4,100,10
661130,Cox,CABLE,CA,WEST,-7,-6,150,15
662404,Cox,CABLE,LA,SOUTH,-6,-5,100,10
662412,Cox,CABLE,AZ,WEST,-7,-7,50,5
662414,Cox,CABLE,OH,MIDWEST,-5,-4,150,15
665196,Cox,CABLE,NE,MIDWEST,-6,-5,100,10
668494,Cox,CABLE,AZ,WEST,-7,-7,100,10
675966,Cox,CABLE,AZ,WEST,-7,-7,100,10
676030,Cox,CABLE,AZ,WEST,-7,-7,150,15
676032,Cox,REMOVE,NV,WEST,-8,-7,REMOVE,REMOVE
676038,Cox,CABLE,FL,SOUTH,-6,-5,100,10
676052,Cox,REMOVE,OK,SOUTH,-6,-5,REMOVE,REMOVE
775812,Cox,CABLE,AZ,WEST,-7,-7,50,5
797106,Cox,CABLE,VA,SOUTH,-5,-4,50,5
797110,Cox,REMOVE,VA,SOUTH,-5,-4,REMOVE,REMOVE
797142,Cox,CABLE,FL,SOUTH,-5,-4,100,10
797194,Cox,REMOVE,OK,SOUTH,-6,-5,REMOVE,REMOVE
797280,Cox,CABLE,VA,SOUTH,-5,-4,15,2
797286,Cox,CABLE,VA,SOUTH,-5,-4,5,1
797426,Cox,CABLE,AZ,WEST,-7,-7,50,5
797428,Cox,CABLE,AZ,WEST,-7,-7,50,5
797432,Cox,CABLE,AZ,WEST,-7,-7,100,10
797434,Cox,CABLE,AZ,WEST,-7,-7,50,5
797436,Cox,CABLE,AZ,WEST,-7,-7,100,10
799126,Cox,CABLE,AZ,WEST,-7,-7,50,5
799128,Cox,CABLE,CA,WEST,-5,-4,150,15
799594,Cox,CABLE,CA,WEST,-8,-7,100,10
805688,Cox,CABLE,AZ,WEST,-7,-7,50,5
806222,Cox,CABLE,CA,WEST,-8,-7,50,5
1154,EarthLink,MISC,NY,NORTHEAST,-5,-4,MISC,MISC
6793,EarthLink,MISC,TX,SOUTH,-6,-5,MISC,MISC
7439,EarthLink,MISC,NY,NORTHEAST,-5,-4,MISC,MISC
7911,EarthLink,MISC,CA,WEST,-8,-7,MISC,MISC
8312,EarthLink,MISC,NY,NORTHEAST,-5,-4,MISC,MISC
9043,EarthLink,MISC,NC,SOUTH,-5,-4,MISC,MISC
9313,EarthLink,MISC,NY,NORTHEAST,-5,-4,MISC,MISC
9596,EarthLink,MISC,CA,WEST,-8,-7,MISC,MISC
9846,EarthLink,MISC,WI,MIDWEST,-6,-5,MISC,MISC
11142,EarthLink,MISC,CA,WEST,-8,-7,MISC,MISC
11174,EarthLink,MISC,NY,NORTHEAST,-5,-4,MISC,MISC
11485,EarthLink,MISC,NH,NORTHEAST,-5,-4,MISC,MISC
213494,EarthLink,MISC,MN,MIDWEST,-6,-5,MISC,MISC
484910,EarthLink,MISC,NE,MIDWEST,-6,-5,MISC,MISC
797792,EarthLink,MISC,NC,SOUTH,-5,-4,MISC,MISC
799956,EarthLink,MISC,WA,WEST,-8,-7,MISC,MISC
9238,EnTouch,MISC,TX,SOUTH,-6,-5,MISC,MISC
137243,Fluidata,REMOVE,UNKNOWN,UNKNOWN,-6,-5,REMOVE,REMOVE
634,Frontier,REMOVE,NJ,NORTHEAST,-5,-4,REMOVE,REMOVE
709,Frontier,FIBER,OR,WEST,-8,-7,35,35
836,Frontier,FIBER,WA,WEST,-8,-7,25,25
909,Frontier,REMOVE,WA,WEST,-8,-7,REMOVE,REMOVE
5357,Frontier,FIBER,WA,WEST,-8,-7,30,30
5441,Frontier,DSL,CA,WEST,-5,-4,6,0.768
6091,Frontier,FIBER,WA,WEST,-8,-7,25,25
6170,Frontier,FIBER,WA,WEST,-8,-7,30,5
6304,Frontier,DSL,CA,WEST,-8,-7,6,0.384
6466,Frontier,FIBER,WA,WEST,-8,-7,25,25
6521,Frontier,FIBER,OR,WEST,-8,-7,25,25
6608,Frontier,FIBER,WA,WEST,-8,-7,25,10
6747,Frontier,FIBER,OR,WEST,-8,-7,15,5
7041,Frontier,DSL,WV,SOUTH,-5,-4,0.768,0.128
7227,Frontier,DSL,NY,NORTHEAST,-5,-4,12,1
7392,Frontier,DSL,WV,SOUTH,-5,-4,6,0.768
7516,Frontier,DSL,CT,NORTHEAST,-5,-4,1.5,1.5
7523,Frontier,DSL,IN,MIDWEST,-5,-4,6,0.768
7689,Frontier,FIBER,IN,MIDWEST,-6,-5,25,25
7729,Frontier,DSL,IL,MIDWEST,-6,-5,6,0.384
7776,Frontier,FIBER,IN,MIDWEST,-6,-5,30,5
7780,Frontier,DSL,MN,MIDWEST,-6,-5,1,0.192
7811,Frontier,FIBER,OR,WEST,-8,-7,20,5
8077,Frontier,REMOVE,WV,SOUTH,-5,-4,REMOVE,REMOVE
8149,Frontier,DSL,OR,WEST,-8,-7,1.5,0.384
8320,Frontier,DSL,OR,WEST,-5,-4,1,0.384
8371,Frontier,DSL,CT,NORTHEAST,-5,-4,3,0.384
8622,Frontier,FIBER,OR,WEST,-8,-7,20,5
8725,Frontier,REMOVE,CA,WEST,-8,-7,REMOVE,REMOVE
8783,Frontier,DSL,IN,MIDWEST,-6,-5,6,0.384
8959,Frontier,DSL,IL,MIDWEST,-6,-5,3,0.768
8996,Frontier,DSL,NC,SOUTH,-5,-4,5,0.768
9319,Frontier,DSL,IL,MIDWEST,-6,-5,6,0.384
9561,Frontier,DSL,CA,WEST,-8,-7,3,0.768
9575,Frontier,REMOVE,DC,SOUTH,-6,-5,REMOVE,REMOVE
9707,Frontier,DSL,WA,WEST,-6,-5,5,0.768
9723,Frontier,DSL,MN,MIDWEST,-6,-5,6,0.384
9852,Frontier,FIBER,IN,MIDWEST,-5,-4,30,30
9897,Frontier,DSL,IL,MIDWEST,-6,-5,3,0.768
9985,Frontier,DSL,MN,MIDWEST,-6,-5,6,0.384
10075,Frontier,FIBER,OR,WEST,-8,-7,35,15
11097,Frontier,DSL,OH,MIDWEST,-5,-4,0.768,0.128
11522,Frontier,DSL,PA,NORTHEAST,-5,-4,3,0.384
11895,Frontier,DSL,PA,NORTHEAST,-5,-4,3,0.384
12328,Frontier,DSL,IL,MIDWEST,-6,-5,1,0.384
12392,Frontier,DSL,WA,WEST,-8,-7,6,0.768
12901,Frontier,DSL,IA,MIDWEST,-6,-5,3,0.768
12902,Frontier,DSL,NY,NORTHEAST,-5,-4,3,0.384
13383,Frontier,REMOVE,WA,WEST,-8,-7,REMOVE,REMOVE
26332,Frontier,DSL,NY,NORTHEAST,-5,-4,6,0.384
26333,Frontier,DSL,NY,NORTHEAST,-5,-4,6,0.384
26334,Frontier,DSL,NY,NORTHEAST,-5,-4,3,0.768
26340,Frontier,DSL,NY,NORTHEAST,-5,-4,3,0.384
26462,Frontier,DSL,TN,SOUTH,-6,-5,6,0.384
26829,Frontier,DSL,NY,NORTHEAST,-5,-4,6,0.384
26838,Frontier,DSL,NY,NORTHEAST,-5,-4,12,0.768
26851,Frontier,DSL,PA,NORTHEAST,-5,-4,12,1
26852,Frontier,DSL,PA,NORTHEAST,-5,-4,12,1
26947,Frontier,FIBER,OR,WEST,-8,-7,35,15
26948,Frontier,FIBER,OR,WEST,-8,-7,50,50
26949,Frontier,FIBER,OR,WEST,-8,-7,25,25
26954,Frontier,DSL,WA,WEST,-8,-7,3,0.768
26966,Frontier,FIBER,OR,WEST,-8,-7,15,5
26967,Frontier,FIBER,OR,WEST,-8,-7,25,25
26973,Frontier,FIBER,OR,WEST,-8,-7,25,10
26974,Frontier,FIBER,OR,WEST,-8,-7,30,5
26978,Frontier,FIBER,OR,WEST,-8,-7,20,5
26989,Frontier,FIBER,OR,WEST,-8,-7,25,25
26991,Frontier,REMOVE,OR,WEST,-8,-7,REMOVE,REMOVE
26992,Frontier,FIBER,OR,WEST,-8,-7,25,10
26993,Frontier,FIBER,OR,WEST,-8,-7,15,5
26994,Frontier,FIBER,OR,WEST,-8,-7,25,25
27001,Frontier,DSL,OR,WEST,-8,-7,6,0.768
27005,Frontier,FIBER,WA,WEST,-8,-7,30,5
27007,Frontier,FIBER,WA,WEST,-8,-7,30,5
27015,Frontier,DSL,WA,WEST,-8,-7,6,0.768
27021,Frontier,DSL,WA,WEST,-8,-7,6,0.768
27024,Frontier,DSL,WA,WEST,-8,-7,3,0.768
27048,Frontier,DSL,CA,WEST,-8,-7,3,0.768
27053,Frontier,DSL,OR,WEST,-8,-7,1,0.384
27056,Frontier,DSL,OR,WEST,-8,-7,1,0.384
27057,Frontier,FIBER,OR,WEST,-8,-7,30,5
27058,Frontier,DSL,OR,WEST,-8,-7,12,1
27059,Frontier,DSL,OR,WEST,-8,-7,0.768,0.128
27069,Frontier,FIBER,OR,WEST,-8,-7,30,5
27070,Frontier,FIBER,OR,WEST,-8,-7,25,10
27076,Frontier,FIBER,WA,WEST,-8,-7,30,5
27079,Frontier,DSL,WA,WEST,-6,-5,3,0.768
27082,Frontier,FIBER,WA,WEST,-8,-7,20,5
27088,Frontier,DSL,WA,WEST,-8,-7,12,1
27091,Frontier,DSL,WA,WEST,-8,-7,1,0.384
27093,Frontier,DSL,WA,WEST,-8,-7,12,1
27095,Frontier,DSL,WA,WEST,-8,-7,12,0.768
27100,Frontier,FIBER,OR,WEST,-8,-7,25,10
27101,Frontier,DSL,WA,WEST,-8,-7,3,0.768
27102,Frontier,DSL,WA,WEST,-8,-7,6,0.768
27108,Frontier,FIBER,WA,WEST,-8,-7,30,30
27111,Frontier,DSL,WA,WEST,-8,-7,3,0.768
27119,Frontier,FIBER,OR,WEST,-6,-5,50,10
27121,Frontier,FIBER,OR,WEST,-8,-7,25,10
27122,Frontier,FIBER,OR,WEST,-8,-7,35,15
27123,Frontier,FIBER,OR,WEST,-8,-7,20,5
27124,Frontier,FIBER,OR,WEST,-8,-7,25,10
27127,Frontier,FIBER,OR,WEST,-8,-7,50,50
27132,Frontier,FIBER,WA,WEST,-8,-7,30,5
27133,Frontier,FIBER,WA,WEST,-8,-7,35,15
27140,Frontier,DSL,WA,WEST,-8,-7,3,0.768
27145,Frontier,DSL,ID,WEST,-8,-7,1,0.384
27248,Frontier,DSL,ID,WEST,-8,-7,6,0.768
27257,Frontier,DSL,NV,WEST,-8,-7,12,1
27276,Frontier,REMOVE,ID,WEST,-8,-7,REMOVE,REMOVE
27306,Frontier,DSL,OH,MIDWEST,-5,-4,6,0.768
27355,Frontier,DSL,IL,MIDWEST,-6,-5,3,0.768
27359,Frontier,DSL,IL,MIDWEST,-6,-5,1,0.192
27390,Frontier,DSL,OH,MIDWEST,-5,-4,6,0.768
27400,Frontier,DSL,OH,MIDWEST,-5,-4,1.5,0.384
27403,Frontier,DSL,OH,MIDWEST,-5,-4,3,0.384
27405,Frontier,DSL,OH,MIDWEST,-5,-4,3,0.768
27407,Frontier,DSL,OH,MIDWEST,-5,-4,3,0.768
27414,Frontier,DSL,OH,MIDWEST,-5,-4,3,0.768
27416,Frontier,DSL,OH,MIDWEST,-5,-4,3,0.768
27418,Frontier,DSL,OH,MIDWEST,-5,-4,3,0.768
27420,Frontier,DSL,OH,MIDWEST,-5,-4,6,0.768
27421,Frontier,DSL,OH,MIDWEST,-5,-4,1.5,0.384
27423,Frontier,DSL,OH,MIDWEST,-5,-4,12,1
27434,Frontier,DSL,MI,MIDWEST,-5,-4,6,0.768
27463,Frontier,DSL,IA,MIDWEST,-6,-5,12,1
27536,Frontier,DSL,WI,MIDWEST,-6,-5,3,0.768
27541,Frontier,DSL,WI,MIDWEST,-6,-5,6,0.768
27551,Frontier,DSL,WI,MIDWEST,-6,-5,1,0.384
27555,Frontier,DSL,WI,MIDWEST,-6,-5,1.5,0.384
27559,Frontier,DSL,MN,MIDWEST,-6,-5,3,0.384
27561,Frontier,DSL,MN,MIDWEST,-6,-5,6,0.384
27568,Frontier,DSL,MN,MIDWEST,-6,-5,6,0.768
27592,Frontier,DSL,IL,MIDWEST,-6,-5,3,0.768
27606,Frontier,DSL,IL,MIDWEST,-6,-5,1.5,0.384
27615,Frontier,DSL,IL,MIDWEST,-6,-5,3,0.768
27617,Frontier,DSL,IL,MIDWEST,-6,-5,1.5,0.384
27620,Frontier,DSL,IL,MIDWEST,-6,-5,1,0.384
27706,Frontier,DSL,MN,MIDWEST,-6,-5,3,0.384
27744,Frontier,DSL,OH,MIDWEST,-5,-4,0.768,0.128
27755,Frontier,DSL,NE,MIDWEST,-6,-5,6,0.384
27771,Frontier,DSL,OH,MIDWEST,-5,-4,3,0.768
27778,Frontier,DSL,OH,MIDWEST,-5,-4,3,0.768
27784,Frontier,DSL,OH,MIDWEST,-5,-4,3,0.768
27790,Frontier,DSL,OH,MIDWEST,-5,-4,3,0.768
27791,Frontier,DSL,OH,MIDWEST,-5,-4,3,0.768
27797,Frontier,DSL,OH,MIDWEST,-5,-4,3,0.768
27798,Frontier,DSL,OH,MIDWEST,-5,-4,1,0.384
27800,Frontier,DSL,OH,MIDWEST,-5,-4,3,0.384
27804,Frontier,DSL,OH,MIDWEST,-5,-4,6,0.768
27897,Frontier,DSL,WI,MIDWEST,-6,-5,6,0.384
27906,Frontier,DSL,WI,MIDWEST,-6,-5,12,1
27911,Frontier,DSL,MN,MIDWEST,-6,-5,6,0.384
27912,Frontier,DSL,MN,MIDWEST,-6,-5,3,0.384
27916,Frontier,DSL,MN,MIDWEST,-6,-5,6,0.384
27917,Frontier,DSL,MN,MIDWEST,-6,-5,6,0.384
27918,Frontier,DSL,MN,MIDWEST,-6,-5,6,0.768
27919,Frontier,DSL,MN,MIDWEST,-6,-5,12,1
27934,Frontier,DSL,IL,MIDWEST,-6,-5,6,0.768
27935,Frontier,DSL,IL,MIDWEST,-6,-5,6,0.768
27941,Frontier,DSL,IL,MIDWEST,-6,-5,1,0.192
27947,Frontier,DSL,IL,MIDWEST,-6,-5,1,0.192
27950,Frontier,DSL,IL,MIDWEST,-6,-5,1.5,0.384
28712,Frontier,DSL,OH,MIDWEST,-5,-4,6,0.768
28765,Frontier,DSL,WI,MIDWEST,-6,-5,6,0.768
28834,Frontier,DSL,NV,WEST,-8,-7,3,0.768
28856,Frontier,FIBER,OR,WEST,-8,-7,30,5
28862,Frontier,FIBER,WA,WEST,-8,-7,25,10
28870,Frontier,DSL,NY,NORTHEAST,-5,-4,3,0.384
28936,Frontier,DSL,IL,MIDWEST,-6,-5,6,0.768
28973,Frontier,DSL,ID,WEST,-8,-7,3,0.768
28997,Frontier,FIBER,OR,WEST,-8,-7,30,5
29595,Frontier,DSL,OH,MIDWEST,-5,-4,3,0.768
29688,Frontier,DSL,NV,WEST,-8,-7,3,0.768
29743,Frontier,DSL,WA,WEST,-6,-5,3,0.768
29753,Frontier,FIBER,WA,WEST,-8,-7,30,5
32382,Frontier,DSL,MI,MIDWEST,-5,-4,6,0.768
146214,Frontier,DSL,CA,WEST,-6,-5,3,0.768
210462,Frontier,FIBER,OR,WEST,-8,-7,25,10
213332,Frontier,DSL,NY,NORTHEAST,-5,-4,6,0.384
213368,Frontier,DSL,WV,SOUTH,-5,-4,1,0.384
213620,Frontier,DSL,CA,WEST,-8,-7,6,0.768
213636,Frontier,FIBER,OR,WEST,-8,-7,25,25
213640,Frontier,FIBER,OR,WEST,-8,-7,50,10
214138,Frontier,FIBER,OR,WEST,-8,-7,15,5
214388,Frontier,DSL,NY,NORTHEAST,-5,-5,6,0.384
214390,Frontier,DSL,NY,NORTHEAST,-5,-5,12,1
214422,Frontier,REMOVE,WV,SOUTH,-5,-5,REMOVE,REMOVE
214486,Frontier,DSL,OH,MIDWEST,-5,-5,12,1
214512,Frontier,DSL,MI,MIDWEST,-5,-5,6,0.768
214514,Frontier,DSL,MI,MIDWEST,-5,-4,1.5,0.384
214572,Frontier,DSL,IL,MIDWEST,-6,-5,12,1
214624,Frontier,FIBER,OR,WEST,-8,-7,25,25
214628,Frontier,FIBER,OR,WEST,-8,-7,25,25
214634,Frontier,FIBER,OR,WEST,-8,-7,25,10
214636,Frontier,FIBER,OR,WEST,-8,-7,50,10
214640,Frontier,FIBER,OR,WEST,-8,-7,15,5
214650,Frontier,FIBER,WA,WEST,-8,-7,35,15
214672,Frontier,DSL,WA,WEST,-8,-7,12,2
215194,Frontier,FIBER,WA,WEST,-8,-7,25,25
215228,Frontier,DSL,NY,NORTHEAST,-5,-5,6,0.768
215230,Frontier,DSL,MN,MIDWEST,-6,-5,1,0.384
215234,Frontier,DSL,OH,MIDWEST,-5,-5,3,0.768
215252,Frontier,DSL,OH,MIDWEST,-5,-5,3,0.768
215290,Frontier,FIBER,OR,WEST,-8,-7,30,30
215298,Frontier,FIBER,WA,WEST,-8,-7,50,10
215316,Frontier,FIBER,OR,WEST,-8,-7,25,10
215350,Frontier,FIBER,OR,WEST,-8,-7,25,10
215364,Frontier,DSL,ID,WEST,-8,-7,1,0.384
215750,Frontier,DSL,OR,WEST,-6,-5,3,0.768
215764,Frontier,DSL,WV,SOUTH,-5,-5,1,0.192
216098,Frontier,DSL,OH,MIDWEST,-5,-5,3,0.768
216100,Frontier,DSL,WI,MIDWEST,-6,-5,12,1
216114,Frontier,DSL,OH,MIDWEST,-5,-5,0.768,0.128
216130,Frontier,DSL,NY,NORTHEAST,-5,-5,12,1
216148,Frontier,DSL,NY,NORTHEAST,-5,-5,3,0.384
216614,Frontier,FIBER,OR,WEST,-8,-7,30,5
216638,Frontier,DSL,WA,WEST,-8,-7,12,1
216642,Frontier,DSL,CA,WEST,-8,-7,6,0.384
216648,Frontier,DSL,WI,MIDWEST,-6,-5,6,0.768
216654,Frontier,DSL,NY,NORTHEAST,-5,-5,6,0.384
216704,Frontier,FIBER,OR,WEST,-6,-5,25,10
216710,Frontier,DSL,WA,WEST,-8,-7,6,0.768
216782,Frontier,FIBER,WA,WEST,-8,-7,25,10
216814,Frontier,FIBER,UNKNOWN,UNKNOWN,-8,-7,25,25
216820,Frontier,DSL,NC,SOUTH,-5,-5,3,0.768
217196,Frontier,DSL,CA,WEST,-8,-7,6,0.768
217759,Frontier,DSL,CA,WEST,-8,-7,3,0.384
217769,Frontier,DSL,CT,NORTHEAST,-5,-5,24,2
232372,Frontier,FIBER,OR,WEST,-8,-7,15,5
232400,Frontier,FIBER,WA,WEST,-8,-7,25,25
232436,Frontier,DSL,MN,MIDWEST,-6,-5,1,0.192
